Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
QUBO,P19,P19,2899MB,Phone,Mediatek MT6739WA,640x1280,320,armeabi-v7a;armeabi,28,3.2
QUBO,THOR,THOR,921MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,28,3.2
Quickline,Quickline UHD Box,dciw387,1499-1723MB,TV,Broadcom BCM7271,1920x1080,320,armeabi-v7a;armeabi,25;28,3.1
Radger,IMP-F01K,IMP-F01K,1908MB,Phone,Qualcomm MSM8909,320x432,160,armeabi-v7a;armeabi,27,3.0
Rakuten,C330,C330,2865MB,Phone,Qualcomm SDM439,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Ratel,Cell,Cell,5729MB,Phone,Qualcomm MSM8998,1920x1080,420,arm64-v8a;armeabi-v7a;armeabi,26,3.2
RAVOZ,RAVOZ_Z4,RAVOZ_Z4,3768MB,Phone,Mediatek MT6761,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
RAVOZ,RAVOZ_Z6,RAVOZ_Z6,3741MB,Phone,Mediatek MT6762,720x1560,320,arm64-v8a;armeabi-v7a;armeabi,28,3.2
Rayan,AM_TAB_7_03,AMAA703,951MB,Phone,Mediatek MT8321,600x1024,213,armeabi-v7a;armeabi,24,2.0
Raylandz,PHOENIX_N1,PHOENIX_N1,951MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,27,2.0
Raylandz,XPOWER_P6000,XPOWER_P6000,3803MB,Phone,Mediatek MT6763,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Raylandz,X3_Pro,X3_Pro,1854MB,Phone,Mediatek MT6739WA,720x1498,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Raylandz,V6_Pro,V6_Pro,1853MB,Phone,Mediatek MT6739WA,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Raylandz,H1 PLUS,PHOENIX_H1PLUS,957MB,Phone,Mediatek MT6580,480x960,240,armeabi-v7a;armeabi,27,2.0
Raylandz,P5000,P5000,3766MB,Phone,Mediatek MT6750T,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Razer,Forge TV,pearlyn,1580-1925MB,TV,Qualcomm APQ8084,1920x1080,320,armeabi-v7a;armeabi,21;22;23,3.1
Razer,Razer phone,cheryl_ckh,7714-7723MB,Phone,Qualcomm MSM8998,1440x2560;2560x1440,480,arm64-v8a;armeabi-v7a;armeabi,25;27;28,3.2
Razer,Razer Phone,cheryl,7714-7723MB,Phone,Qualcomm MSM8998,1440x2560,480,arm64-v8a;armeabi-v7a;armeabi,25;27;28,3.2
Razer,Phone 2,aura,7673-7676MB,Phone,Qualcomm SDM845,1440x2560;1920x1080,360;480,arm64-v8a;armeabi-v7a;armeabi,27;28,3.2
Razer,Phone 2,bolt,7673-7676MB,Phone,Qualcomm SDM845,1440x2560;2560x1440,480,arm64-v8a;armeabi-v7a;armeabi,27;28,3.2
Razer,Phone 2,linus,7673-7676MB,Phone,Qualcomm SDM845,1440x2560,480,arm64-v8a;armeabi-v7a;armeabi,27;28,3.2
RCA,RCT6283W27,RCT6283W27,968MB,Tablet,Mediatek MT8163,1280x800,160,arm64-v8a;armeabi-v7a;armeabi,23,3.0
RCA,Voyager,RCT6873W42BMF8,980MB,Tablet,Mediatek MT8167D,600x1024,160,armeabi-v7a;armeabi,27,3.2
RCA,Voyager,RCT6873W42BMF9E,976MB,Tablet,Mediatek MT8167B,600x1024,160,armeabi-v7a;armeabi,27,3.2
RCA,RCT6973W43MDEU,RCT6973W43MDEU,981MB,Tablet,Mediatek MT8167B,600x1024,160,armeabi-v7a;armeabi,27,3.2
RCA,10 Viking II Pro,RCT6603W87M7,970MB,Tablet,Mediatek MT8127,800x1280,160,armeabi-v7a;armeabi,23,2.0
RCA,RTA3201,kanda,903MB,TV,MStar T16,1280x720,213,armeabi-v7a;armeabi,28,2.0
RCA,RCA RCT6A03W13E,RCT6A03W13E,971MB,Tablet,Mediatek MT8167B,800x1280,160,armeabi-v7a;armeabi,27,3.2
RCA,7 Voyager II,RCT6773W22BM,980MB,Tablet,Mediatek MT8127,1024x600,160,armeabi-v7a;armeabi,23,2.0
RCA,7 Voyager II,RCT6773W22B,983MB,Tablet,Mediatek MT8127,600x1024,160,armeabi-v7a;armeabi,21,2.0
RCA,RCT6973W43,RCT6973W43,920MB,Tablet,Intel C3205RK,600x1024,160,x86;armeabi-v7a;armeabi,23,2.0
RCA,Pro10 Edition II,RCT6203W46L,983MB,Tablet,Mediatek MT8127,600x1024,160,armeabi-v7a;armeabi,21,2.0
RCA,RCT6077W2,RCT6077W2,898MB,Phone,Rockchip RK2928,444x800,120,armeabi-v7a;armeabi,16,2.0
RCA,RCA RCT6213W22,RCT6213W22,1983MB,Tablet,Mediatek MT8127,768x1368,160,armeabi-v7a;armeabi,24,2.0
RCA,11 Maven Pro,RCT6213W87DK,972MB,Tablet,Mediatek MT8127,768x1366,160,armeabi-v7a;armeabi,21,2.0
RCA,10 Viking II,RCT6603W47M7,970MB,Tablet,Mediatek MT8127,1280x800,160,armeabi-v7a;armeabi,23,2.0
RCA,RS43F2-EU,osaki,907MB,TV,MStar T16,1280x720,213,armeabi-v7a;armeabi,28,2.0
